classification,seller_institution_id,seller_name,loanbook_ref,loan_id,borrower_id,borrower_display_name,vehicle_type,state,origination_date,as_of_date,original_principal_inr,principal_outstanding_inr,annual_interest_rate_percent,original_term_months,instalments_paid,scheduled_instalment_inr,days_past_due,missed_instalments
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0089,SYN-A-BR-0089,Synthetic Borrower A0089,Electric two-wheeler,Tamil Nadu,2025-09-15,2026-09-15,313899.08,255053.23,18.0,48,12,9220.79,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0090,SYN-A-BR-0090,Synthetic Borrower A0090,Electric two-wheeler,Maharashtra,2025-01-15,2026-09-15,167412.85,87769.5,14.0,36,19,5721.77,30,1
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0091,SYN-A-BR-0091,Synthetic Borrower A0091,Electric two-wheeler,Karnataka,2025-02-15,2026-09-15,185723.62,125085.71,15.0,48,19,5168.83,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0092,SYN-A-BR-0092,Synthetic Borrower A0092,Electric two-wheeler,Tamil Nadu,2025-03-15,2026-09-15,204034.38,114121.08,16.0,36,18,7173.24,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0093,SYN-A-BR-0093,Synthetic Borrower A0093,Electric two-wheeler,Maharashtra,2025-04-15,2026-09-15,222345.18,160064.14,17.0,48,17,6415.78,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0094,SYN-A-BR-0094,Synthetic Borrower A0094,Electric two-wheeler,Karnataka,2025-05-15,2026-09-15,240655.96,149372.13,18.0,36,16,8700.29,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0095,SYN-A-BR-0095,Synthetic Borrower A0095,Electric two-wheeler,Tamil Nadu,2025-06-15,2026-09-15,258966.74,192908.19,14.0,48,15,7076.65,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0096,SYN-A-BR-0096,Synthetic Borrower A0096,Electric two-wheeler,Maharashtra,2025-07-15,2026-09-15,277277.51,198238.41,15.0,36,12,9611.92,66,2
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0097,SYN-A-BR-0097,Synthetic Borrower A0097,Electric two-wheeler,Karnataka,2025-08-15,2026-09-15,295588.29,233075.32,16.0,48,13,8377.06,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0098,SYN-A-BR-0098,Synthetic Borrower A0098,Electric two-wheeler,Tamil Nadu,2025-09-15,2026-09-15,313899.08,226352.06,17.0,36,12,11191.36,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0099,SYN-A-BR-0099,Synthetic Borrower A0099,Electric two-wheeler,Maharashtra,2025-01-15,2026-09-15,167412.84,111764.36,18.0,48,20,4917.75,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0100,SYN-A-BR-0100,Synthetic Borrower A0100,Electric two-wheeler,Karnataka,2025-02-15,2026-09-15,185723.62,97369.28,14.0,36,19,6347.59,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0101,SYN-A-BR-0101,Synthetic Borrower A0101,Electric two-wheeler,Tamil Nadu,2025-03-15,2026-09-15,204034.4,141329.91,15.0,48,18,5678.43,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0102,SYN-A-BR-0102,Synthetic Borrower A0102,Electric two-wheeler,Maharashtra,2025-04-15,2026-09-15,222345.17,148198.25,16.0,36,14,7817.0,93,3
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0103,SYN-A-BR-0103,Synthetic Borrower A0103,Electric two-wheeler,Karnataka,2025-05-15,2026-09-15,240655.95,177672.99,17.0,48,16,6944.14,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0104,SYN-A-BR-0104,Synthetic Borrower A0104,Electric two-wheeler,Tamil Nadu,2025-06-15,2026-09-15,258966.73,167585.87,18.0,36,15,9362.27,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0105,SYN-A-BR-0105,Synthetic Borrower A0105,Electric two-wheeler,Maharashtra,2025-07-15,2026-09-15,277277.51,211655.86,14.0,48,14,7577.02,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0106,SYN-A-BR-0106,Synthetic Borrower A0106,Electric two-wheeler,Karnataka,2025-08-15,2026-09-15,295588.29,203724.58,15.0,36,13,10246.67,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0107,SYN-A-BR-0107,Synthetic Borrower A0107,Electric two-wheeler,Tamil Nadu,2025-09-15,2026-09-15,313899.08,253035.8,16.0,48,12,8895.99,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0108,SYN-A-BR-0108,Synthetic Borrower A0108,Electric two-wheeler,Maharashtra,2025-01-15,2026-09-15,167412.84,89614.29,17.0,36,19,5968.72,30,1
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0109,SYN-A-BR-0109,Synthetic Borrower A0109,Electric two-wheeler,Karnataka,2025-02-15,2026-09-15,185723.62,127531.25,18.0,48,19,5455.63,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0110,SYN-A-BR-0110,Synthetic Borrower A0110,Electric two-wheeler,Tamil Nadu,2025-03-15,2026-09-15,204034.39,112628.48,14.0,36,18,6973.41,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0111,SYN-A-BR-0111,Synthetic Borrower A0111,Electric two-wheeler,Maharashtra,2025-04-15,2026-09-15,222345.17,158223.6,15.0,48,17,6188.03,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0112,SYN-A-BR-0112,Synthetic Borrower A0112,Electric two-wheeler,Karnataka,2025-05-15,2026-09-15,240655.95,147674.43,16.0,36,16,8460.75,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0113,SYN-A-BR-0113,Synthetic Borrower A0113,Electric two-wheeler,Tamil Nadu,2025-06-15,2026-09-15,258966.73,195888.99,17.0,48,15,7472.5,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0114,SYN-A-BR-0114,Synthetic Borrower A0114,Electric two-wheeler,Maharashtra,2025-07-15,2026-09-15,277277.52,200789.72,18.0,36,12,10024.25,66,2
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0115,SYN-A-BR-0115,Synthetic Borrower A0115,Electric two-wheeler,Karnataka,2025-08-15,2026-09-15,295588.29,231015.34,14.0,48,13,8077.39,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0116,SYN-A-BR-0116,Synthetic Borrower A0116,Electric two-wheeler,Tamil Nadu,2025-09-15,2026-09-15,313899.07,224420.84,15.0,36,12,10881.41,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0117,SYN-A-BR-0117,Synthetic Borrower A0117,Electric two-wheeler,Maharashtra,2025-01-15,2026-09-15,167412.83,110261.79,16.0,48,20,4744.53,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0118,SYN-A-BR-0118,Synthetic Borrower A0118,Electric two-wheeler,Karnataka,2025-02-15,2026-09-15,185723.62,99415.85,17.0,36,19,6621.55,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0119,SYN-A-BR-0119,Synthetic Borrower A0119,Electric two-wheeler,Tamil Nadu,2025-03-15,2026-09-15,204034.39,143939.17,18.0,48,18,5993.51,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0120,SYN-A-BR-0120,Synthetic Borrower A0120,Electric two-wheeler,Maharashtra,2025-04-15,2026-09-15,222345.17,146702.33,14.0,36,14,7599.23,93,3
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0121,SYN-A-BR-0121,Synthetic Borrower A0121,Electric two-wheeler,Karnataka,2025-05-15,2026-09-15,240655.96,175754.49,15.0,48,16,6697.64,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0122,SYN-A-BR-0122,Synthetic Borrower A0122,Electric two-wheeler,Tamil Nadu,2025-06-15,2026-09-15,258966.72,165804.3,16.0,36,15,9104.5,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0123,SYN-A-BR-0123,Synthetic Borrower A0123,Electric two-wheeler,Maharashtra,2025-07-15,2026-09-15,277277.51,214699.01,17.0,48,14,8000.85,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0124,SYN-A-BR-0124,Synthetic Borrower A0124,Electric two-wheeler,Karnataka,2025-08-15,2026-09-15,295588.3,206573.94,18.0,36,13,10686.23,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0125,SYN-A-BR-0125,Synthetic Borrower A0125,Electric two-wheeler,Tamil Nadu,2025-09-15,2026-09-15,313899.07,250975.73,14.0,48,12,8577.76,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0126,SYN-A-BR-0126,Synthetic Borrower A0126,Electric two-wheeler,Maharashtra,2025-01-15,2026-09-15,167412.84,88385.63,15.0,36,19,5803.42,30,1
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0127,SYN-A-BR-0127,Synthetic Borrower A0127,Electric two-wheeler,Karnataka,2025-02-15,2026-09-15,185723.61,125906.38,16.0,48,19,5263.46,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0128,SYN-A-BR-0128,Synthetic Borrower A0128,Electric two-wheeler,Tamil Nadu,2025-03-15,2026-09-15,204034.38,114864.54,17.0,36,18,7274.38,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0129,SYN-A-BR-0129,Synthetic Borrower A0129,Electric two-wheeler,Maharashtra,2025-04-15,2026-09-15,222345.18,160973.58,18.0,48,17,6531.39,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0130,SYN-A-BR-0130,Synthetic Borrower A0130,Electric two-wheeler,Karnataka,2025-05-15,2026-09-15,240655.95,145964.21,14.0,36,16,8225.05,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0131,SYN-A-BR-0131,Synthetic Borrower A0131,Electric two-wheeler,Tamil Nadu,2025-06-15,2026-09-15,258966.73,193910.46,15.0,48,15,7207.24,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0132,SYN-A-BR-0132,Synthetic Borrower A0132,Electric two-wheeler,Maharashtra,2025-07-15,2026-09-15,277277.51,199093.86,16.0,36,12,9748.25,66,2
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0133,SYN-A-BR-0133,Synthetic Borrower A0133,Electric two-wheeler,Karnataka,2025-08-15,2026-09-15,295588.29,234090.18,17.0,48,13,8529.21,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0134,SYN-A-BR-0134,Synthetic Borrower A0134,Electric two-wheeler,Tamil Nadu,2025-09-15,2026-09-15,313899.07,227309.11,18.0,36,12,11348.2,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0135,SYN-A-BR-0135,Synthetic Borrower A0135,Electric two-wheeler,Maharashtra,2025-01-15,2026-09-15,167412.85,108740.71,14.0,48,20,4574.8,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0136,SYN-A-BR-0136,Synthetic Borrower A0136,Electric two-wheeler,Karnataka,2025-02-15,2026-09-15,185723.62,98052.81,15.0,36,19,6438.17,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0137,SYN-A-BR-0137,Synthetic Borrower A0137,Electric two-wheeler,Tamil Nadu,2025-03-15,2026-09-15,204034.39,142206.0,16.0,48,18,5782.39,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0138,SYN-A-BR-0138,Synthetic Borrower A0138,Electric two-wheeler,Maharashtra,2025-04-15,2026-09-15,222345.16,148940.91,17.0,36,14,7927.21,93,3
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0139,SYN-A-BR-0139,Synthetic Borrower A0139,Electric two-wheeler,Karnataka,2025-05-15,2026-09-15,240655.95,178620.19,18.0,48,16,7069.27,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0140,SYN-A-BR-0140,Synthetic Borrower A0140,Electric two-wheeler,Tamil Nadu,2025-06-15,2026-09-15,258966.73,164007.63,14.0,36,15,8850.87,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0141,SYN-A-BR-0141,Synthetic Borrower A0141,Electric two-wheeler,Maharashtra,2025-07-15,2026-09-15,277277.51,212679.65,15.0,48,14,7716.84,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0142,SYN-A-BR-0142,Synthetic Borrower A0142,Electric two-wheeler,Karnataka,2025-08-15,2026-09-15,295588.29,204679.45,16.0,36,13,10392.01,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0143,SYN-A-BR-0143,Synthetic Borrower A0143,Electric two-wheeler,Tamil Nadu,2025-09-15,2026-09-15,313899.06,254049.87,17.0,48,12,9057.57,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0144,SYN-A-BR-0144,Synthetic Borrower A0144,Electric two-wheeler,Maharashtra,2025-01-15,2026-09-15,167412.85,90226.69,18.0,36,19,6052.38,30,1
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0145,SYN-A-BR-0145,Synthetic Borrower A0145,Electric two-wheeler,Karnataka,2025-02-15,2026-09-15,185723.61,124259.69,14.0,48,19,5075.17,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0146,SYN-A-BR-0146,Synthetic Borrower A0146,Electric two-wheeler,Tamil Nadu,2025-03-15,2026-09-15,204034.4,113375.71,15.0,36,18,7072.92,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0147,SYN-A-BR-0147,Synthetic Borrower A0147,Electric two-wheeler,Maharashtra,2025-04-15,2026-09-15,222345.18,159147.44,16.0,48,17,6301.32,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0148,SYN-A-BR-0148,Synthetic Borrower A0148,Electric two-wheeler,Karnataka,2025-05-15,2026-09-15,240655.95,148524.88,17.0,36,16,8580.04,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0149,SYN-A-BR-0149,Synthetic Borrower A0149,Electric two-wheeler,Tamil Nadu,2025-06-15,2026-09-15,258966.74,196865.03,18.0,48,15,7607.15,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0150,SYN-A-BR-0150,Synthetic Borrower A0150,Electric two-wheeler,Maharashtra,2025-07-15,2026-09-15,277277.52,197378.03,14.0,36,12,9476.69,66,2
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0151,SYN-A-BR-0151,Synthetic Borrower A0151,Electric two-wheeler,Karnataka,2025-08-15,2026-09-15,295588.3,232050.35,15.0,48,13,8226.44,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0152,SYN-A-BR-0152,Synthetic Borrower A0152,Electric two-wheeler,Tamil Nadu,2025-09-15,2026-09-15,313899.08,225389.28,16.0,36,12,11035.76,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0153,SYN-A-BR-0153,Synthetic Borrower A0153,Electric two-wheeler,Maharashtra,2025-01-15,2026-09-15,167412.84,111015.45,17.0,48,20,4830.7,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0154,SYN-A-BR-0154,Synthetic Borrower A0154,Electric two-wheeler,Karnataka,2025-02-15,2026-09-15,185723.62,100095.23,18.0,36,19,6714.35,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0155,SYN-A-BR-0155,Synthetic Borrower A0155,Electric two-wheeler,Tamil Nadu,2025-03-15,2026-09-15,204034.39,140447.63,14.0,48,18,5575.54,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0156,SYN-A-BR-0156,Synthetic Borrower A0156,Electric two-wheeler,Maharashtra,2025-04-15,2026-09-15,222345.18,147452.04,15.0,36,14,7707.67,93,3
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0157,SYN-A-BR-0157,Synthetic Borrower A0157,Electric two-wheeler,Karnataka,2025-05-15,2026-09-15,240655.96,176717.72,16.0,48,16,6820.26,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0158,SYN-A-BR-0158,Synthetic Borrower A0158,Electric two-wheeler,Tamil Nadu,2025-06-15,2026-09-15,258966.72,166697.01,17.0,36,15,9232.87,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0159,SYN-A-BR-0159,Synthetic Borrower A0159,Electric two-wheeler,Maharashtra,2025-07-15,2026-09-15,277277.51,215694.39,18.0,48,14,8145.03,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0160,SYN-A-BR-0160,Synthetic Borrower A0160,Electric two-wheeler,Karnataka,2025-08-15,2026-09-15,295588.29,202764.73,14.0,36,13,10102.51,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0161,SYN-A-BR-0161,Synthetic Borrower A0161,Electric two-wheeler,Tamil Nadu,2025-09-15,2026-09-15,313899.08,252011.06,15.0,48,12,8736.05,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0162,SYN-A-BR-0162,Synthetic Borrower A0162,Electric two-wheeler,Maharashtra,2025-01-15,2026-09-15,167412.84,89000.58,16.0,36,19,5885.74,30,1
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0163,SYN-A-BR-0163,Synthetic Borrower A0163,Electric two-wheeler,Karnataka,2025-02-15,2026-09-15,185723.62,126721.6,17.0,48,19,5359.06,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0164,SYN-A-BR-0164,Synthetic Borrower A0164,Electric two-wheeler,Tamil Nadu,2025-03-15,2026-09-15,204034.4,115606.02,18.0,36,18,7376.33,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0165,SYN-A-BR-0165,Synthetic Borrower A0165,Electric two-wheeler,Maharashtra,2025-04-15,2026-09-15,222345.18,157292.74,14.0,48,17,6075.91,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0166,SYN-A-BR-0166,Synthetic Borrower A0166,Electric two-wheeler,Karnataka,2025-05-15,2026-09-15,240655.96,146820.85,15.0,36,16,8342.42,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0167,SYN-A-BR-0167,Synthetic Borrower A0167,Electric two-wheeler,Tamil Nadu,2025-06-15,2026-09-15,258966.73,194904.1,16.0,48,15,7339.19,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0168,SYN-A-BR-0168,Synthetic Borrower A0168,Electric two-wheeler,Maharashtra,2025-07-15,2026-09-15,277277.51,199944.31,17.0,36,12,9885.7,66,2
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0169,SYN-A-BR-0169,Synthetic Borrower A0169,Electric two-wheeler,Karnataka,2025-08-15,2026-09-15,295588.3,235094.85,18.0,48,13,8682.91,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0170,SYN-A-BR-0170,Synthetic Borrower A0170,Electric two-wheeler,Tamil Nadu,2025-09-15,2026-09-15,313899.08,223446.83,14.0,36,12,10728.33,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0171,SYN-A-BR-0171,Synthetic Borrower A0171,Electric two-wheeler,Maharashtra,2025-01-15,2026-09-15,167412.83,109503.5,15.0,48,20,4659.22,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0172,SYN-A-BR-0172,Synthetic Borrower A0172,Electric two-wheeler,Karnataka,2025-02-15,2026-09-15,185723.62,98735.02,16.0,36,19,6529.49,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0173,SYN-A-BR-0173,Synthetic Borrower A0173,Electric two-wheeler,Tamil Nadu,2025-03-15,2026-09-15,204034.39,143075.79,17.0,48,18,5887.42,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0174,SYN-A-BR-0174,Synthetic Borrower A0174,Electric two-wheeler,Maharashtra,2025-04-15,2026-09-15,222345.17,149679.97,18.0,36,14,8038.31,93,3
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0175,SYN-A-BR-0175,Synthetic Borrower A0175,Electric two-wheeler,Karnataka,2025-05-15,2026-09-15,240655.96,174783.4,14.0,48,16,6576.28,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0176,SYN-A-BR-0176,Synthetic Borrower A0176,Electric two-wheeler,Tamil Nadu,2025-06-15,2026-09-15,258966.74,164907.82,15.0,36,15,8977.17,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-001,AssureRail Synthetic EV Finance NBFC,SYN-EV-2W-2025,SYN-A-LN-0177,SYN-A-BR-0177,Synthetic Borrower A0177,Electric two-wheeler,Maharashtra,2025-07-15,2026-09-15,277277.52,213694.07,16.0,48,14,7858.12,0,0
